Year,Datetime,Stage,Stadium,City,HomeTeamName,HomeTeamGoals,AwayTeamGoals,AwayTeamName,Winconditions,Attendance,HalftimeHomeGoals,HalftimeAwayGoals,Referee,Assistant1,Assistant2,RoundID,MatchID,HomeTeamInitials,AwayTeamInitials
1990,1990-06-13 17:00,Group E,Dacia Arena,Udine,Uruguay,0,0,Spain,,35713,0,0,KOHL HELMUT (AUT),SPIRIN ALEXEY (RUS),KIRSCHEN SIEGFRIED (GER),322,180,URU,ESP
1990,1990-06-13 21:00,Group B,San Paolo,Naples,Argentina,2,0,Soviet Union,,55759,1,0,FREDRIKSSON ERIK (SWE),RAMIZ WRIGHT JOSE (BRA),AL SHARIF JAMAL (SYR),322,30,ARG,URS
1990,1990-06-14 17:00,Group B,Stadio San Nicola,Bari,Cameroon,2,1,Romania,,38687,0,0,SILVA ARCE HERNAN (CHI),SILVA VALENTE CARLOS ALBERTO (POR),PEREZ HOYOS ARMANDO (COL),322,108,CMR,ROU
1990,1990-06-14 17:00,Group D,Renato Dall Ara,Bologna,Yugoslavia,1,0,Colombia,,32257,0,0,AGNOLIN LUIGI (ITA),JOUINI NEJI (TUN),DIRAMBA JEAN FIDELE (GAB),322,120,YUG,COL
1990,1990-06-14 21:00,Group A,Stadio Olimpico,Rome,Italy,1,0,USA,,73423,1,0,CODESAL MENDEZ EDGARDO (MEX),CARDELLINO DE SAN VICENTE JUAN (URU),ULLOA MORERA BERNY (CRC),322,265,ITA,USA
1990,1990-06-15 17:00,Group A,Comunale,Florence,Austria,0,1,Czechoslovakia,,38962,0,1,SMITH GEORGE (SCO),LORENC RICHARD (AUS),AL SHARIF JAMAL (SYR),322,43,AUT,TCH
1990,1990-06-15 21:00,Group D,Giuseppe Meazza,Milan,Germany FR,5,1,"rn"">United Arab Emirates",,71169,2,0,SPIRIN ALEXEY (RUS),TAKADA SHIZUO (JPN),PAIRETTO PIERLUIGI (ITA),322,198,FRG,UAE
1990,1990-06-16 17:00,Group C,Stadio delle Alpi,Turin,Brazil,1,0,Costa Rica,,58007,1,0,JOUINI NEJI (TUN),DIRAMBA JEAN FIDELE (GAB),MANDI JASSIM (BHR),322,73,BRA,CRC
1990,1990-06-16 21:00,Group C,Luigi Ferraris,Genoa,Sweden,1,2,Scotland,,31823,0,1,MACIEL CARLOS (PAR),MAURO VINCENT (USA),LISTKIEWICZ MICHAL (POL),322,348,SWE,SCO
1990,1990-06-16 21:00,Group F,Sant Elia,Cagliari,England,0,0,Netherlands,,35267,0,0,PETROVIC ZORAN (SRB),HANSAL MOHAMED (ALG),CODESAL MENDEZ EDGARDO (MEX),322,160,ENG,NED
1990,1990-06-17 17:00,Group F,Della Favorita,Palermo,"rn"">Republic of Ireland",0,0,Egypt,,33288,0,0,VAN LANGENHOVE MARCEL (BEL),QUINIOU JOEL (FRA),LO BELLO ROSARIO (ITA),322,152,IRL,EGY
1990,1990-06-17 21:00,Group E,Dacia Arena,Udine,Korea Republic,1,3,Spain,,32733,1,1,JACOME GUERRERO ELIAS V. (ECU),MAGNI PIERLUIGI (ITA),LOUSTAU JUAN (ARG),322,175,KOR,ESP
1990,1990-06-17 21:00,Group E,Marc Antonio Bentegodi,Verona,Belgium,3,1,Uruguay,,33759,2,0,KIRSCHEN SIEGFRIED (GER),MIKKELSEN PETER (DEN),SPIRIN ALEXEY (RUS),322,66,BEL,URU
1990,1990-06-18 21:00,Group B,San Paolo,Naples,Argentina,1,1,Romania,,52733,0,0,SILVA VALENTE CARLOS ALBERTO (POR),ULLOA MORERA BERNY (CRC),LONGHI CARLO (ITA),322,29,ARG,ROU
1990,1990-06-18 21:00,Group B,Stadio San Nicola,Bari,Cameroon,0,4,Soviet Union,,37307,0,2,RAMIZ WRIGHT JOSE (BRA),D ELIA PIETRO (ITA),ROETHLISBERGER KURT (SUI),322,111,CMR,URS
1990,1990-06-19 17:00,Group D,Giuseppe Meazza,Milan,Germany FR,1,1,Colombia,,72510,0,0,SNODDY ALAN (NIR),MANDI JASSIM (BHR),LANESE TULLIO (ITA),322,114,FRG,COL
1990,1990-06-19 17:00,Group D,Renato Dall Ara,Bologna,Yugoslavia,4,1,"rn"">United Arab Emirates",,27833,2,1,TAKADA SHIZUO (JPN),MIKKELSEN PETER (DEN),VAUTROT MICHEL (FRA),322,364,YUG,UAE
1990,1990-06-19 21:00,Group A,Stadio Olimpico,Rome,Italy,2,0,Czechoslovakia,,73303,1,0,QUINIOU JOEL (FRA),VAN LANGENHOVE MARCEL (BEL),SMITH GEORGE (SCO),322,263,ITA,TCH
1990,1990-06-19 21:00,Group A,Comunale,Florence,Austria,2,1,USA,,34857,0,0,AL SHARIF JAMAL (SYR),LORENC RICHARD (AUS),PETROVIC ZORAN (SRB),322,48,AUT,USA
1990,1990-06-20 21:00,Group C,Stadio delle Alpi,Turin,Brazil,1,0,Scotland,,62502,0,0,KOHL HELMUT (AUT),LISTKIEWICZ MICHAL (POL),KIRSCHEN SIEGFRIED (GER),322,74,BRA,SCO
1990,1990-06-20 21:00,Group C,Luigi Ferraris,Genoa,Sweden,1,2,Costa Rica,,30223,1,0,PETROVIC ZORAN (SRB),SNODDY ALAN (NIR),COURTNEY GEORGE (ENG),322,128,SWE,CRC
1990,1990-06-21 17:00,Group E,Friuli,Udine,Korea Republic,0,1,Uruguay,,29039,0,0,LANESE TULLIO (ITA),DIRAMBA JEAN FIDELE (GAB),JOUINI NEJI (TUN),322,290,KOR,URU
1990,1990-06-21 17:00,Group E,Marc Antonio Bentegodi,Verona,Belgium,1,2,Spain,,35950,1,2,LOUSTAU JUAN (ARG),MACIEL CARLOS (PAR),MAURO VINCENT (USA),322,56,BEL,ESP
1990,1990-06-21 21:00,Group F,Della Favorita,Palermo,"rn"">Republic of Ireland",1,1,Netherlands,,33288,0,1,VAUTROT MICHEL (FRA),LORENC RICHARD (AUS),HANSAL MOHAMED (ALG),322,228,IRL,NED
1990,1990-06-21 21:00,Group F,Sant Elia,Cagliari,England,1,0,Egypt,,34959,0,0,ROETHLISBERGER KURT (SUI),ULLOA MORERA BERNY (CRC),CODESAL MENDEZ EDGARDO (MEX),322,150,ENG,EGY
1990,1990-06-23 17:00,Round of 16,San Paolo,Naples,Cameroon,2,1,Colombia,Cameroon win after extra time,50026,0,0,LANESE TULLIO (ITA),AL SHARIF JAMAL (SYR),ULLOA MORERA BERNY (CRC),323,102,CMR,COL
1990,1990-06-23 21:00,Round of 16,Stadio San Nicola,Bari,Czechoslovakia,4,1,Costa Rica,,47673,1,0,KIRSCHEN SIEGFRIED (GER),PEREZ HOYOS ARMANDO (COL),D ELIA PIETRO (ITA),323,129,TCH,CRC
1990,1990-06-24 17:00,Round of 16,Stadio delle Alpi,Turin,Brazil,0,1,Argentina,,61381,0,0,QUINIOU JOEL (FRA),SPIRIN ALEXEY (RUS),PAIRETTO PIERLUIGI (ITA),323,25,BRA,ARG
1990,1990-06-24 21:00,Round of 16,Giuseppe Meazza,Milan,Germany FR,2,1,Netherlands,,74559,0,0,LOUSTAU JUAN (ARG),JACOME GUERRERO ELIAS V. (ECU),MAURO VINCENT (USA),323,196,FRG,NED
1990,1990-06-25 17:00,Round of 16,Luigi Ferraris,Genoa,"rn"">Republic of Ireland",0,0,Romania,Republic of Ireland win on penalties (5 - 4),31818,0,0,RAMIZ WRIGHT JOSE (BRA),MACIEL CARLOS (PAR),MANDI JASSIM (BHR),323,248,IRL,ROU
1990,1990-06-25 21:00,Round of 16,Stadio Olimpico,Rome,Italy,2,0,Uruguay,,73303,0,0,COURTNEY GEORGE (ENG),ROETHLISBERGER KURT (SUI),PETROVIC ZORAN (SRB),323,264,ITA,URU
1990,1990-06-26 17:00,Round of 16,Marc Antonio Bentegodi,Verona,Spain,1,2,Yugoslavia,Yugoslavia win after extra time,35500,0,0,SCHMIDHUBER ARON (GER),SNODDY ALAN (NIR),LISTKIEWICZ MICHAL (POL),323,181,ESP,YUG
1990,1990-06-26 21:00,Round of 16,Renato Dall Ara,Bologna,England,1,0,Belgium,England win after extra time,34520,0,0,MIKKELSEN PETER (DEN),KOHL HELMUT (AUT),TAKADA SHIZUO (JPN),323,55,ENG,BEL
1990,1990-06-30 17:00,Quarter-finals,Comunale,Florence,Yugoslavia,0,0,Argentina,win on penalties (2 - 3),38971,0,0,ROETHLISBERGER KURT (SUI),JOUINI NEJI (TUN),HANSAL MOHAMED (ALG),751,31,YUG,ARG
1990,1990-06-30 21:00,Quarter-finals,Stadio Olimpico,Rome,Italy,1,0,"rn"">Republic of Ireland",,73303,1,0,SILVA VALENTE CARLOS ALBERTO (POR),PEREZ HOYOS ARMANDO (COL),ULLOA MORERA BERNY (CRC),751,243,ITA,IRL
1990,1990-07-01 17:00,Quarter-finals,Giuseppe Meazza,Milan,Germany FR,1,0,Czechoslovakia,,73347,1,0,KOHL HELMUT (AUT),MIKKELSEN PETER (DEN),LISTKIEWICZ MICHAL (POL),751,197,FRG,TCH
1990,1990-07-01 21:00,Quarter-finals,San Paolo,Naples,England,3,2,Cameroon,England win after extra time,55205,0,0,CODESAL MENDEZ EDGARDO (MEX),MAURO VINCENT (USA),MANDI JASSIM (BHR),751,103,ENG,CMR
1990,1990-07-03 20:00,Semi-finals,San Paolo,Naples,Italy,1,1,Argentina,win on penalties (3 - 4),59978,0,0,VAUTROT MICHEL (FRA),LISTKIEWICZ MICHAL (POL),MIKKELSEN PETER (DEN),3464,28,ITA,ARG
1990,1990-07-04 20:00,Semi-finals,Stadio delle Alpi,Turin,Germany FR,1,1,England,win on penalties (4 - 3),62628,0,0,RAMIZ WRIGHT JOSE (BRA),QUINIOU JOEL (FRA),PEREZ HOYOS ARMANDO (COL),3464,159,FRG,ENG
1990,1990-07-07 20:00,Match for third place,Stadio San Nicola,Bari,Italy,2,1,England,,51426,0,0,QUINIOU JOEL (FRA),HANSAL MOHAMED (ALG),ROETHLISBERGER KURT (SUI),3463,162,ITA,ENG
1990,1990-07-08 20:00,Final,Stadio Olimpico,Rome,Germany FR,1,0,Argentina,,73603,0,0,CODESAL MENDEZ EDGARDO (MEX),PEREZ HOYOS ARMANDO (COL),LISTKIEWICZ MICHAL (POL),3462,27,FRG,ARG
1994,1994-06-17 19:30,Group C,Cotton Bowl,Dallas,Spain,2,2,Korea Republic,,56247,0,0,MIKKELSEN PETER (DEN),CHRISTENSEN CARL-JOHAN MEYER (DEN),PEARSON ROY (ENG),337,3050,ESP,KOR
1994,1994-06-17 15:00,Group C,Soldier Field,Chicago,Germany,1,0,Bolivia,,63117,0,0,BRIZIO CARTER ARTURO (MEX),BRAZZALE EUGENE (AUS),DUNSTER GORDON (AUS),337,3049,GER,BOL
1994,1994-06-18 11:30,Group A,Pontiac Silverdome,Detroit,USA,1,1,Switzerland,,73425,1,1,LAMOLINA FRANCISCO OSCAR (ARG),TAIBI ERNESTO (ARG),ZARATE VENANCIO (PAR),337,3051,USA,SUI
1994,1994-06-18 16:00,Group E,Giants Stadium,New York/New Jersey,Italy,0,1,"rn"">Republic of Ireland",,75338,0,1,VAN DER ENDE MARIO (NED),DOLSTRA JAN (NED),PARK HAE-YONG (KOR),337,3052,ITA,IRL
1994,1994-06-18 19:30,Group A,Rose Bowl,Los Angeles,Colombia,1,3,Romania,,91856,1,2,AL SHARIF JAMAL (SYR),AL GHATTAN YOUSIF ABDULLA (BAH),JAMES DOUGLAS MICAEL (TRI),337,3053,COL,ROU
1994,1994-06-19 12:30,Group F,Citrus Bowl,Orlando,Belgium,1,0,Morocco,,61219,1,0,TORRES CADENA JOSE JOAQUIN (COL),CALIX GARCIA RAIMUNDO (HON),YLI-KARRO TAPIO (FIN),337,3054,BEL,MAR
1994,1994-06-19 16:00,Group E,RFK Stadium,Washington Dc,Norway,1,0,Mexico,,52395,0,0,PUHL SANDOR (HUN),MARTON SANDOR (HUN),IVANOV VALENTIN (RUS),337,3055,NOR,MEX
1994,1994-06-19 19:30,Group B,Rose Bowl,Los Angeles,Cameroon,2,2,Sweden,,93194,1,1,TEJADA NORIEGA ALBERTO (PER),JAMES DOUGLAS MICAEL (TRI),AL GHATTAN YOUSIF ABDULLA (BAH),337,3056,CMR,SWE
1994,1994-06-20 19:30,Group F,RFK Stadium,Washington Dc,Netherlands,2,1,Saudi Arabia,,50535,0,1,DIAZ VEGA MANUEL (ESP),IVANOV VALENTIN (RUS),MARTON SANDOR (HUN),337,3058,NED,KSA
1994,1994-06-20 16:00,Group B,Stanford Stadium,San Francisco,Brazil,2,0,Russia,,81061,1,0,LIM KEE CHONG AN YAN (MRI),RHARIB EL JILALI MOHAMED (MAR),RAMICONE DOMENICO (ITA),337,3057,BRA,RUS
1994,1994-06-21 12:30,Group D,Foxboro Stadium,Boston,Argentina,4,0,Greece,,54456,2,0,ANGELES ARTURO (USA),PARK HAE-YONG (KOR),DOLSTRA JAN (NED),337,3059,ARG,GRE
1994,1994-06-21 19:30,Group D,Cotton Bowl,Dallas,Nigeria,3,0,Bulgaria,,44132,2,0,BADILLA RODRIGO (CRC),DUNSTER GORDON (AUS),BRAZZALE EUGENE (AUS),337,3061,NGA,BUL
1994,1994-06-21 16:00,Group C,Soldier Field,Chicago,Germany,1,1,Spain,,63113,0,1,FILIPPI ERNESTO (URU),ZARATE VENANCIO (PAR),TAIBI ERNESTO (ARG),337,3060,GER,ESP
1994,1994-06-22 16:00,Group A,Pontiac Silverdome,Detroit,Romania,1,4,Switzerland,,61428,1,1,JOUINI NEJI (TUN),HASSAN ABDEL-MAGID (EGY),FANAEI MOHAMMAD (IRN),337,3062,ROU,SUI
1994,1994-06-22 19:30,Group A,Rose Bowl,Los Angeles,USA,2,1,Colombia,,93869,1,0,BALDAS FABIO (ITA),RAMICONE DOMENICO (ITA),RHARIB EL JILALI MOHAMED (MAR),337,3063,USA,COL
1994,1994-06-23 16:00,Group E,Giants Stadium,New York/New Jersey,Italy,1,0,Norway,,74624,0,0,KRUG HELLMUT (GER),YLI-KARRO TAPIO (FIN),PEARSON ROY (ENG),337,3064,ITA,NOR
1994,1994-06-23 19:30,Group C,Foxboro Stadium,Boston,Korea Republic,0,0,Bolivia,,54453,0,0,MOTTRAM LESLIE (SCO),MATTHYS LUC (BEL),EVERSTIG MIKAEL (SWE),337,3065,KOR,BOL
1994,1994-06-24 12:30,Group E,Citrus Bowl,Orlando,Mexico,2,1,"rn"">Republic of Ireland",,60790,1,0,ROETHLISBERGER KURT (SUI),LISTKIEWICZ MICHAL (POL),ALVES PAULO JORGE (BRA),337,3066,MEX,IRL
1994,1994-06-24 19:30,Group B,Pontiac Silverdome,Detroit,Sweden,3,1,Russia,,71528,1,1,QUINIOU JOEL (FRA),FANAEI MOHAMMAD (IRN),HASSAN ABDEL-MAGID (EGY),337,3068,SWE,RUS
1994,1994-06-24 16:00,Group B,Stanford Stadium,San Francisco,Brazil,3,0,Cameroon,,83401,1,0,BRIZIO CARTER ARTURO (MEX),JAMES DOUGLAS MICAEL (TRI),CHRISTENSEN CARL-JOHAN MEYER (DEN),337,3067,BRA,CMR
1994,1994-06-25 12:30,Group F,Citrus Bowl,Orlando,Belgium,1,0,Netherlands,,62387,0,0,MARSIGLIA RENATO (BRA),ALVES PAULO JORGE (BRA),LISTKIEWICZ MICHAL (POL),337,3069,BEL,NED
1994,1994-06-25 12:30,Group F,Giants Stadium,New York/New Jersey,Saudi Arabia,2,1,Morocco,,76322,2,1,DON PHILIP (ENG),PEARSON ROY (ENG),YLI-KARRO TAPIO (FIN),337,3070,KSA,MAR
1994,1994-06-25 16:00,Group D,Foxboro Stadium,Boston,Argentina,2,1,Nigeria,,54453,2,1,KARLSSON BO (SWE),EVERSTIG MIKAEL (SWE),MATTHYS LUC (BEL),337,3071,ARG,NGA
1994,1994-06-26 12:30,Group D,Soldier Field,Chicago,Bulgaria,4,0,Greece,,63160,1,0,BUJSAIM ALI (UAE),AL GHATTAN YOUSIF ABDULLA (BAH),CALIX GARCIA RAIMUNDO (HON),337,3072,BUL,GRE
1994,1994-06-26 16:00,Group A,Rose Bowl,Los Angeles,USA,0,1,Romania,,93869,0,1,VAN DER ENDE MARIO (NED),DOLSTRA JAN (NED),DUNSTER GORDON (AUS),337,3073,USA,ROU
1994,1994-06-26 16:00,Group A,Stanford Stadium,San Francisco,Switzerland,0,2,Colombia,,83401,0,1,MIKKELSEN PETER (DEN),CHRISTENSEN CARL-JOHAN MEYER (DEN),JAMES DOUGLAS MICAEL (TRI),337,3074,SUI,COL
1994,1994-06-27 16:00,Group C,Cotton Bowl,Dallas,Germany,3,2,Korea Republic,,63998,3,0,QUINIOU JOEL (FRA),IVANOV VALENTIN (RUS),HASSAN ABDEL-MAGID (EGY),337,3076,GER,KOR
1994,1994-06-27 16:00,Group C,Soldier Field,Chicago,Bolivia,1,3,Spain,,63089,0,1,BADILLA RODRIGO (CRC),CALIX GARCIA RAIMUNDO (HON),AL GHATTAN YOUSIF ABDULLA (BAH),337,3075,BOL,ESP
1994,1994-06-28 12:30,Group E,Giants Stadium,New York/New Jersey,"rn"">Republic of Ireland",0,0,Norway,,72404,0,0,TORRES CADENA JOSE JOAQUIN (COL),ALVES PAULO JORGE (BRA),PARK HAE-YONG (KOR),337,3077,IRL,NOR
1994,1994-06-28 16:00,Group B,Pontiac Silverdome,Detroit,Brazil,1,1,Sweden,,77217,0,1,PUHL SANDOR (HUN),MARTON SANDOR (HUN),MATTHYS LUC (BEL),337,3080,BRA,SWE
1994,1994-06-28 12:30,Group E,RFK Stadium,Washington Dc,Italy,1,1,Mexico,,52535,0,0,LAMOLINA FRANCISCO OSCAR (ARG),TAIBI ERNESTO (ARG),BRAZZALE EUGENE (AUS),337,3078,ITA,MEX
1994,1994-06-28 16:00,Group B,Stanford Stadium,San Francisco,Russia,6,1,Cameroon,,74914,3,0,AL SHARIF JAMAL (SYR),DUNSTER GORDON (AUS),DOLSTRA JAN (NED),337,3079,RUS,CMR
1994,1994-06-29 12:30,Group F,Citrus Bowl,Orlando,Morocco,1,2,Netherlands,,60578,0,1,TEJADA NORIEGA ALBERTO (PER),ZARATE VENANCIO (PAR),EVERSTIG MIKAEL (SWE),337,3081,MAR,NED
1994,1994-06-29 12:30,Group F,RFK Stadium,Washington Dc,Belgium,0,1,Saudi Arabia,,52959,0,1,KRUG HELLMUT (GER),BRAZZALE EUGENE (AUS),TAIBI ERNESTO (ARG),337,3082,BEL,KSA
1994,1994-06-30 19:30,Group D,Foxboro Stadium,Boston,Greece,0,2,Nigeria,,53001,0,1,MOTTRAM LESLIE (SCO),PARK HAE-YONG (KOR),ALVES PAULO JORGE (BRA),337,3083,GRE,NGA
1994,1994-06-30 19:30,Group D,Cotton Bowl,Dallas,Argentina,0,2,Bulgaria,,63998,0,0,JOUINI NEJI (TUN),YLI-KARRO TAPIO (FIN),RHARIB EL JILALI MOHAMED (MAR),337,3084,ARG,BUL
1994,1994-07-02 12:00,Round of 16,Soldier Field,Chicago,Germany,3,2,Belgium,,60246,3,1,ROETHLISBERGER KURT (SUI),LISTKIEWICZ MICHAL (POL),CHRISTENSEN CARL-JOHAN MEYER (DEN),338,3085,GER,BEL
1994,1994-07-02 16:30,Round of 16,RFK Stadium,Washington Dc,Spain,3,0,Switzerland,,53121,1,0,VAN DER ENDE MARIO (NED),DOLSTRA JAN (NED),MARTON SANDOR (HUN),338,3086,ESP,SUI
1994,1994-07-03 12:00,Round of 16,Cotton Bowl,Dallas,Saudi Arabia,1,3,Sweden,,60277,0,1,MARSIGLIA RENATO (BRA),ALVES PAULO JORGE (BRA),CALIX GARCIA RAIMUNDO (HON),338,3087,KSA,SWE
1994,1994-07-03 13:30,Round of 16,Rose Bowl,Los Angeles,Romania,3,2,Argentina,,90469,2,1,PAIRETTO PIERLUIGI (ITA),RAMICONE DOMENICO (ITA),MATTHYS LUC (BEL),338,3088,ROU,ARG
1994,1994-07-04 12:00,Round of 16,Citrus Bowl,Orlando,Netherlands,2,0,"rn"">Republic of Ireland",,61355,2,0,MIKKELSEN PETER (DEN),DUNSTER GORDON (AUS),BRAZZALE EUGENE (AUS),338,3089,NED,IRL
1994,1994-07-04 12:30,Round of 16,Stanford Stadium,San Francisco,Brazil,1,0,USA,,84147,0,0,QUINIOU JOEL (FRA),PARK HAE-YONG (KOR),EVERSTIG MIKAEL (SWE),338,3090,BRA,USA
1994,1994-07-05 13:00,Round of 16,Foxboro Stadium,Boston,Nigeria,1,2,Italy,Italy win after extra time,54367,0,0,BRIZIO CARTER ARTURO (MEX),TAIBI ERNESTO (ARG),ZARATE VENANCIO (PAR),338,3091,NGA,ITA
1994,1994-07-05 16:30,Round of 16,Giants Stadium,New York/New Jersey,Mexico,1,1,Bulgaria,Bulgaria win on penalties (1 - 3),71030,0,0,AL SHARIF JAMAL (SYR),FANAEI MOHAMMAD (IRN),AL GHATTAN YOUSIF ABDULLA (BAH),338,3092,MEX,BUL
1994,1994-07-09 12:00,Quarter-finals,Foxboro Stadium,Boston,Italy,2,1,Spain,,53400,1,0,PUHL SANDOR (HUN),DUNSTER GORDON (AUS),MATTHYS LUC (BEL),796,3097,ITA,ESP
1994,1994-07-09 14:30,Quarter-finals,Cotton Bowl,Dallas,Netherlands,2,3,Brazil,,63500,0,0,BADILLA RODRIGO (CRC),AL GHATTAN YOUSIF ABDULLA (BAH),FANAEI MOHAMMAD (IRN),796,3098,NED,BRA
1994,1994-07-10 12:00,Quarter-finals,Giants Stadium,New York/New Jersey,Bulgaria,2,1,Germany,,72000,0,0,TORRES CADENA JOSE JOAQUIN (COL),ZARATE VENANCIO (PAR),MARTON SANDOR (HUN),796,3096,BUL,GER
1994,1994-07-10 12:30,Quarter-finals,Stanford Stadium,San Francisco,Romania,2,2,Sweden,Sweden win on penalties (4 - 5),83500,0,0,DON PHILIP (ENG),PEARSON ROY (ENG),PARK HAE-YONG (KOR),796,3095,ROU,SWE
1994,1994-07-13 16:00,Semi-finals,Giants Stadium,New York/New Jersey,Bulgaria,1,2,Italy,,74110,1,2,QUINIOU JOEL (FRA),CHRISTENSEN CARL-JOHAN MEYER (DEN),PEARSON ROY (ENG),3461,3100,BUL,ITA
1994,1994-07-13 16:30,Semi-finals,Rose Bowl,Los Angeles,Sweden,0,1,Brazil,,91856,0,0,TORRES CADENA JOSE JOAQUIN (COL),MARTON SANDOR (HUN),MATTHYS LUC (BEL),3461,3099,SWE,BRA
1994,1994-07-16 12:30,Match for third place,Rose Bowl,Los Angeles,Sweden,4,0,Bulgaria,,91500,4,0,BUJSAIM ALI (UAE),RHARIB EL JILALI MOHAMED (MAR),TAIBI ERNESTO (ARG),3460,3103,SWE,BUL
1994,1994-07-17 12:30,Final,Rose Bowl,Los Angeles,Brazil,0,0,Italy,Brazil win on penalties (3 - 2),94194,0,0,PUHL SANDOR (HUN),ZARATE VENANCIO (PAR),FANAEI MOHAMMAD (IRN),3459,3104,BRA,ITA
1998,1998-06-10 17:30,Group A,Stade de France,Saint-Denis,Brazil,2,1,Scotland,,80000,1,1,GARCIA ARANDA JOSE MARIA (ESP),TRESACO GRACIA FERNANDO (ESP),ARANGO JORGE LUIS (COL),1014,4000,BRA,SCO
1998,1998-06-10 21:00,Group A,La Mosson,Montpellier,Morocco,2,2,Norway,,29800,1,1,ANPRASERT PIROM (THA),ABDUL HAMID HALIM (MAS),WICKRAMATUNGA NIMAL (SRI),1014,8725,MAR,NOR
1998,1998-06-11 17:30,Group B,Stade du Parc Lescure,Bordeaux,Italy,2,2,Chile,,31800,1,1,BOUCHARDEAU LUCIEN (NIG),DANTE DRAMANE (MLI),MANSRI MOHAMED (TUN),1014,8726,ITA,CHI
1998,1998-06-11 21:00,Group B,Stade Municipal,Toulouse,Cameroon,1,1,Austria,,33500,0,0,GONZALEZ CHAVEZ EPIFANIO (PAR),GALVAN CELESTINO (PAR),SALINAS REYNALDO (HON),1014,8727,CMR,AUT
1998,1998-06-12 14:30,Group D,La Mosson,Montpellier,Paraguay,0,0,Bulgaria,,29800,0,0,ALZEID ABDULRAHMAN (KSA),SALIE ACHMAT (RSA),GHADANFARI HUSSAIN (KUW),1014,8728,PAR,BUL
1998,1998-06-12 17:30,Group C,Stade Felix Bollaert,Lens,Saudi Arabia,0,1,Denmark,,38100,0,0,CASTRILLI JAVIER (ARG),ROSSI CLAUDIO (ARG),DIAZ GALVEZ JORGE (CHI),1014,8729,KSA,DEN
1998,1998-06-12 21:00,Group C,Stade V�lodrome,Marseilles,France,3,0,South Africa,,55000,1,0,REZENDE MARCIO (BRA),PINTO ARNALDO (BRA),GONZALES MERERE (TRI),1014,8730,FRA,RSA
1998,1998-06-13 14:30,Group D,La Beaujoire,Nantes,Spain,2,3,Nigeria,,35500,1,1,BAHARMAST ESSE (USA),TORRES ZUNIGA LUIS (CRC),DUPANOV YURI (BLR),1014,8731,ESP,NGA
1998,1998-06-13 17:30,Group E,Stade de Gerland,Lyon,Korea Republic,1,3,Mexico,,39100,1,0,BENKO GUNTER (AUT),FRED LENCIE (VAN),SCHNEIDER ERICH (GER),1014,8732,KOR,MEX
1998,1998-06-13 21:00,Group E,Stade de France,Saint-Denis,Netherlands,0,0,Belgium,,77000,0,0,COLLINA PIERLUIGI (ITA),MAZZEI GENNARO (ITA),ZAMMIT EMANUEL (MLT),1014,8733,NED,BEL
1998,1998-06-14 14:30,Group H,Stade Municipal,Toulouse,Argentina,1,0,Japan,,33500,1,0,VAN DER ENDE MARIO (NED),VAN DEN BROECK MARC (BEL),FOLEY EDDIE (IRL),1014,8734,ARG,JPN
1998,1998-06-14 17:30,Group F,Stade Geoffroy Guichard,Saint-Etienne,Yugoslavia,1,0,Iran,,30600,0,0,TEJADA NORIEGA ALBERTO (PER),POWELL OWEN (JAM),POCIEGIEL JACEK (POL),1014,8735,YUG,IRN
1998,1998-06-14 21:00,Group H,Stade Felix Bollaert,Lens,Jamaica,1,3,Croatia,,38100,1,1,MELO PEREIRA VITOR (POR),GRIGORESCU NICOLAE (ROU),POUDEVIGNE JACQUES (FRA),1014,8736,JAM,CRO
1998,1998-06-15 14:30,Group G,Stade V�lodrome,Marseilles,England,2,0,Tunisia,,55000,1,0,OKADA MASAYOSHI (JPN),JEON YOUNG HYUN (KOR),DANTE DRAMANE (MLI),1014,8740,ENG,TUN
1998,1998-06-15 17:30,Group G,Stade de Gerland,Lyon,Romania,1,0,Colombia,,39100,1,0,LIM KEE CHONG AN YAN (MRI),AL MUSAWI MOHAMED (OMA),ABDUL HAMID HALIM (MAS),1014,8739,ROU,COL
1998,1998-06-15 21:00,Group F,Parc des Princes,Paris,Germany,2,0,USA,,45500,1,0,BELQOLA SAID (MAR),MANSRI MOHAMED (TUN),NILSSON MIKAEL (SWE),1014,8738,GER,USA
1998,1998-06-16 17:30,Group A,Stade du Parc Lescure,Bordeaux,Scotland,1,1,Norway,,31800,0,0,VAGNER LASZLO (HUN),AMLER EVZEN (CZE),RAUSIS LAURENT (SUI),1014,8741,SCO,NOR
1998,1998-06-16 21:00,Group A,La Beaujoire,Nantes,Brazil,3,0,Morocco,,35500,2,0,LEVNIKOV NIKOLAI (RUS),DUPANOV YURI (BLR),WARREN MARK (ENG),1014,8742,BRA,MAR
1998,1998-06-17 17:30,Group B,Stade Geoffroy Guichard,Saint-Etienne,Chile,1,1,Austria,,30600,0,0,EL GHANDOUR GAMAL (EGY),GHADANFARI HUSSAIN (KUW),TRESACO GRACIA FERNANDO (ESP),1014,8743,CHI,AUT
1998,1998-06-17 21:00,Group B,La Mosson,Montpellier,Italy,3,0,Cameroon,,29800,1,0,LENNIE EDWARD (AUS),FRED LENCIE (VAN),ROSSI CLAUDIO (ARG),1014,8744,ITA,CMR
